time,x,y,z,qx,qy,qz,qw,type
29.6,24.6,0.0,0.0,0.0,0.0,0.0,1.0,S
29.7,24.7,0.0,0.0,0.0,0.0,0.0,1.0,S
29.8,24.8,0.0,0.0,0.0,0.0,0.0,1.0,S
29.9,24.9,0.0,0.0,0.0,0.0,0.0,1.0,S
30.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,S
30.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,T
30.1,25.1,0.0,0.0,0.0,0.0,0.0,1.0,T
30.2,25.2,0.0,0.0,0.0,0.0,0.0,1.0,T
30.3,25.3,0.0,0.0,0.0,0.0,0.0,1.0,T
30.4,25.4,0.0,0.0,0.0,0.0,0.0,1.0,T
30.5,25.5,0.0,0.0,0.0,0.0,0.0,1.0,T
30.6,25.6,0.0,0.0,0.0,0.0,0.0,1.0,T
30.7,25.7,0.0,0.0,0.0,0.0,0.0,1.0,T
30.8,25.8,0.0,0.0,0.0,0.0,0.0,1.0,T
30.9,25.9,0.0,0.0,0.0,0.0,0.0,1.0,T
31.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,T
31.1,26.1,0.0,0.0,0.0,0.0,0.0,1.0,T
31.2,26.2,0.0,0.0,0.0,0.0,0.0,1.0,T
31.3,26.3,0.0,0.0,0.0,0.0,0.0,1.0,T
31.4,26.4,0.0,0.0,0.0,0.0,0.0,1.0,T
31.5,26.5,0.0,0.0,0.0,0.0,0.0,1.0,T
31.6,26.6,0.0,0.0,0.0,0.0,0.0,1.0,T
31.7,26.7,0.0,0.0,0.0,0.0,0.0,1.0,T
31.8,26.8,0.0,0.0,0.0,0.0,0.0,1.0,T
31.9,26.9,0.0,0.0,0.0,0.0,0.0,1.0,T
32.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,T
32.1,27.1,0.0,0.0,0.0,0.0,0.0,1.0,T
32.2,27.2,0.0,0.0,0.0,0.0,0.0,1.0,T
32.3,27.3,0.0,0.0,0.0,0.0,0.0,1.0,T
32.4,27.4,0.0,0.0,0.0,0.0,0.0,1.0,T
32.5,27.5,0.0,0.0,0.0,0.0,0.0,1.0,T
32.6,27.6,0.0,0.0,0.0,0.0,0.0,1.0,T
32.7,27.7,0.0,0.0,0.0,0.0,0.0,1.0,T
32.8,27.8,0.0,0.0,0.0,0.0,0.0,1.0,T
32.9,27.9,0.0,0.0,0.0,0.0,0.0,1.0,T
33.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,T
33.1,28.1,0.0,0.0,0.0,0.0,0.0,1.0,T
33.2,28.2,0.0,0.0,0.0,0.0,0.0,1.0,T
33.3,28.3,0.0,0.0,0.0,0.0,0.0,1.0,T
33.4,28.4,0.0,0.0,0.0,0.0,0.0,1.0,T
33.5,28.5,0.0,0.0,0.0,0.0,0.0,1.0,T
33.6,28.6,0.0,0.0,0.0,0.0,0.0,1.0,T
33.7,28.7,0.0,0.0,0.0,0.0,0.0,1.0,T
33.8,28.8,0.0,0.0,0.0,0.0,0.0,1.0,T
33.9,28.9,0.0,0.0,0.0,0.0,0.0,1.0,T
34.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,T
34.1,29.1,0.0,0.0,0.0,0.0,0.0,1.0,T
34.2,29.2,0.0,0.0,0.0,0.0,0.0,1.0,T
34.3,29.3,0.0,0.0,0.0,0.0,0.0,1.0,T
34.4,29.4,0.0,0.0,0.0,0.0,0.0,1.0,T
34.5,29.5,0.0,0.0,0.0,0.0,0.0,1.0,T
34.6,29.6,0.0,0.0,0.0,0.0,0.0,1.0,T
34.7,29.7,0.0,0.0,0.0,0.0,0.0,1.0,T
34.8,29.8,0.0,0.0,0.0,0.0,0.0,1.0,T
34.9,29.9,0.0,0.0,0.0,0.0,0.0,1.0,T
35.0,30.0,0.0,0.0,0.0,0.0,0.001,1.0,T
35.1,30.1,0.0,0.0,0.0,0.0,0.003,0.999996,T
35.2,30.2,0.0,0.0,0.0,0.0,0.005,0.999988,T
35.3,30.3,0.0,0.0,0.0,0.0,0.006999,0.999976,T
35.4,30.4,0.0,0.0,0.0,0.0,0.008999,0.99996,T
35.5,30.5,0.01,0.0,0.0,0.0,0.011009,0.999939,T
35.6,30.6,0.01,0.0,0.0,0.0,0.012997,0.999916,T
35.7,30.7,0.01,0.0,0.0,0.0,0.014995,0.999888,T
35.8,30.8,0.01,0.0,0.0,0.0,0.01701,0.999855,T
35.9,30.9,0.02,0.0,0.0,0.0,0.019009,0.999819,T
36.0,31.0,0.02,0.0,0.0,0.0,0.021007,0.999779,T
36.1,31.1,0.02,0.0,0.0,0.0,0.023005,0.999735,T
36.2,31.2,0.03,0.0,0.0,0.0,0.025002,0.999687,T
36.3,31.3,0.03,0.0,0.0,0.0,0.026997,0.999636,T
36.4,31.4,0.04,0.0,0.0,0.0,0.029021,0.999579,T
36.5,31.5,0.05,0.0,0.0,0.0,0.031017,0.999519,T
36.6,31.6,0.05,0.0,0.0,0.0,0.033012,0.999455,T
36.7,31.7,0.06,0.0,0.0,0.0,0.035041,0.999386,T
36.8,31.8,0.06,0.0,0.0,0.0,0.036998,0.999315,T
36.9,31.9,0.07,0.0,0.0,0.0,0.039028,0.999238,T
37.0,32.0,0.08,0.0,0.0,0.0,0.040562,0.999177,T
37.1,32.1,0.09,0.0,0.0,0.0,0.04301,0.999075,T
37.2,32.2,0.1,0.0,0.0,0.0,0.045043,0.998985,T
37.3,32.3,0.11,0.0,0.0,0.0,0.047079,0.998891,T
37.4,32.4,0.12,0.0,0.0,0.0,0.049068,0.998795,T
37.5,32.5,0.12,0.0,0.0,0.0,0.051056,0.998696,T
37.6,32.6,0.14,0.0,0.0,0.0,0.053041,0.998592,T
37.7,32.69,0.15,0.0,0.0,0.0,0.054584,0.998509,T
37.8,32.79,0.16,0.0,0.0,0.0,0.05712,0.998367,T
37.9,32.89,0.17,0.0,0.0,0.0,0.059104,0.998252,T
38.0,32.99,0.18,0.0,0.0,0.0,0.061086,0.998133,T
38.1,33.09,0.19,0.0,0.0,0.0,0.062633,0.998037,T
38.2,33.19,0.2,0.0,0.0,0.0,0.065172,0.997874,T
38.3,33.29,0.22,0.0,0.0,0.0,0.066656,0.997776,T
38.4,33.39,0.23,0.0,0.0,0.0,0.069127,0.997608,T
38.5,33.49,0.24,0.0,0.0,0.0,0.071171,0.997464,T
38.6,33.59,0.26,0.0,0.0,0.0,0.072724,0.997352,T
38.7,33.69,0.27,0.0,0.0,0.0,0.074697,0.997206,T
38.8,33.79,0.29,0.0,0.0,0.0,0.077236,0.997013,T
38.9,33.88,0.3,0.0,0.0,0.0,0.078713,0.996897,T
39.0,33.98,0.32,0.0,0.0,0.0,0.08084,0.996727,T
39.1,34.08,0.34,0.0,0.0,0.0,0.083217,0.996531,T
39.2,34.18,0.35,0.0,0.0,0.0,0.084857,0.996393,T
39.3,34.28,0.37,0.0,0.0,0.0,0.086821,0.996224,T
39.4,34.38,0.39,0.0,0.0,0.0,0.08887,0.996043,T
39.5,34.48,0.4,0.0,0.0,0.0,0.090829,0.995866,T
39.6,34.57,0.42,0.0,0.0,0.0,0.092878,0.995678,T
39.7,34.67,0.44,0.0,0.0,0.0,0.094927,0.995484,T
39.8,34.77,0.46,0.0,0.0,0.0,0.096976,0.995287,T
39.9,34.87,0.48,0.0,0.0,0.0,0.098538,0.995133,T
40.0,34.97,0.5,0.0,0.0,0.0,0.100976,0.994889,T
40.1,35.06,0.52,0.0,0.0,0.0,0.103024,0.994679,T
40.2,35.16,0.54,0.0,0.0,0.0,0.104587,0.994516,T
40.3,35.26,0.56,0.0,0.0,0.0,0.106636,0.994298,T
