time,x,y,z,qx,qy,qz,qw,type
33.3,32.64,5.18,0.0,0.0,0.0,0.065172,0.997874,T
33.4,32.72,5.19,0.0,0.0,0.0,0.066656,0.997776,T
33.5,32.8,5.2,0.0,0.0,0.0,0.069127,0.997608,T
33.6,32.88,5.21,0.0,0.0,0.0,0.071171,0.997464,T
33.7,32.96,5.22,0.0,0.0,0.0,0.072724,0.997352,T
33.8,33.04,5.23,0.0,0.0,0.0,0.074697,0.997206,T
33.9,33.11,5.24,0.0,0.0,0.0,0.077236,0.997013,T
34.0,33.2,5.26,0.0,0.0,0.0,0.078713,0.996897,T
34.1,33.28,5.27,0.0,0.0,0.0,0.08084,0.996727,T
34.2,33.35,5.28,0.0,0.0,0.0,0.083217,0.996531,T
34.3,33.43,5.3,0.0,0.0,0.0,0.084857,0.996393,T
34.4,33.51,5.31,0.0,0.0,0.0,0.086821,0.996224,T
34.5,33.59,5.32,0.0,0.0,0.0,0.08887,0.996043,T
34.6,33.67,5.34,0.0,0.0,0.0,0.090829,0.995866,T
34.7,33.75,5.35,0.0,0.0,0.0,0.092878,0.995678,T
34.8,33.83,5.37,0.0,0.0,0.0,0.094927,0.995484,T
34.9,33.9,5.38,0.0,0.0,0.0,0.096976,0.995287,T
35.0,33.99,5.4,0.0,0.0,0.0,0.098538,0.995133,T
35.1,34.06,5.42,0.0,0.0,0.0,0.100976,0.994889,T
35.2,34.14,5.43,0.0,0.0,0.0,0.103024,0.994679,T
35.3,34.22,5.45,0.0,0.0,0.0,0.104587,0.994516,T
35.4,34.3,5.47,0.0,0.0,0.0,0.106636,0.994298,T
35.5,34.37,5.48,0.0,0.0,0.0,0.109171,0.994023,T
35.6,34.45,5.5,0.0,0.0,0.0,0.110625,0.993862,T
35.7,34.53,5.52,0.0,0.0,0.0,0.112784,0.99362,T
35.8,34.61,5.54,0.0,0.0,0.0,0.11472,0.993398,T
35.9,34.69,5.56,0.0,0.0,0.0,0.116767,0.993159,T
36.0,34.76,5.58,0.0,0.0,0.0,0.118813,0.992917,T
36.1,34.84,5.6,0.0,0.0,0.0,0.120378,0.992728,T
36.2,34.92,5.61,0.0,0.0,0.0,0.123026,0.992403,T
36.3,35.0,5.63,0.0,0.0,0.0,0.12447,0.992223,T
36.4,35.08,5.65,0.0,0.0,0.0,0.126515,0.991965,T
36.5,35.15,5.67,0.0,0.0,0.0,0.129039,0.99164,T
